Unnamed: 0,Product Name,Rating,Rating Info,RAM/ROM,Display,Camera,Battery,Processor,Warranty,Price,Original Price,Offer,Deals,Exchangable_amount
514,HOTLINE ZEUS 50,4,54 Ratings & 2 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) NA Display,1.3MP + 0MP | 0MP Front Camera,3000 mAh Battery,NA Processor,3 Months Domestic Warranty,₹599,₹999,40% off,Bank Offer,
515,"IQOO Z10R 5G (Aquamarine, 256 GB)",4.2,198 Ratings & 14 Reviews,12 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,5700 mAh Battery,,1 Year Warranty,"₹22,947","₹26,999",15% off,Bank Offer,"₹17,850"
516,Jio Bharat V-4 -4g Phone,3.8,97 Ratings & 4 Reviews,24 MB RAM | 24 MB ROM | Expandable Upto 128 GB,4.5 cm (1.77 inch) VGA Display,,1000 mAh Battery,mediatek Processor,,₹765,"₹1,899",59% off,Bank Offer,
517,"OPPO F29 Pro 5G (Granite Black, 256 GB)",4.4,939 Ratings & 43 Reviews,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7300 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹22,999","₹36,999",37% off,,"₹17,850"
518,"realme 14 Pro+ 5G (Bikaner Purple, 256 GB)",4.4,"15,044 Ratings & 1,830 Reviews",8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹28,999","₹35,999",19% off,Bank Offer,"₹22,950"
519,"Samsung M36 5G (Orange, 256 GB)",4.1,177 Ratings & 6 Reviews,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Warranty,"₹22,999","₹27,499",16% off,Bank Offer,
520,"Samsung Galaxy A16 5G (Gold, 128 GB)",4.2,"3,644 Ratings & 161 Reviews",6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,"₹13,999","₹18,999",26% off,,"₹11,000"
521,"Samsung Galaxy F16 5G (Bling Black, 128 GB)",4.2,"9,367 Ratings & 545 Reviews",6 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹13,999","₹17,499",20% off,Bank Offer,"₹11,000"
522,"OPPO F29 Pro 5G (Granite Black, 256 GB)",4.4,"1,647 Ratings & 121 Reviews",8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 2MP | 16MP Front Camera,6000 mAh Battery,Dimensity 7300 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹21,730","₹34,999",37% off,Super Deals,"₹17,150"
523,"Samsung M36 5G (Black /Velvet Black, 256 GB)",4.1,177 Ratings & 6 Reviews,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Warranty,"₹21,490","₹27,499",21% off,Bank Offer,
524,"realme 14 Pro+ 5G (Pearl White, 128 GB)",4.4,"15,044 Ratings & 1,830 Reviews",8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹29,999","₹33,999",11% off,,"₹23,700"
525,"realme 14 Pro+ 5G (Emerald Drift, 256 GB)",4.4,"15,044 Ratings & 1,830 Reviews",8 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹23,999","₹35,999",33% off,Super Deals,"₹18,800"
526,"Motorola e40 (Carbon Gray, 64 GB)",4.2,"91,037 Ratings & 7,763 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,48MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,UNISOC T700 Processor,,"₹5,999","₹10,999",45% off,,"₹4,450"
527,"Tecno Pova 7 5G (Geek Black, 128 GB)",4.4,"7,053 Ratings & 539 Reviews",8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Manufacturer Warranty for Phone,"₹13,749","₹18,999",27% off,Bank Offer,"₹10,750"
528,itel it5262,4,"2,104 Ratings & 115 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) Display,0.8MP Rear Camera,2000 mAh Battery,,,"₹1,499","₹1,599",6% off,Bank Offer,
529,"realme Narzo 80 Lite 4G (Beach Gold, 64 GB)",4.3,"1,216 Ratings & 49 Reviews",4 GB RAM | 64 GB ROM,17.12 cm (6.74 inch) HD+ Display,13MP Rear Camera,6300 mAh Battery,,1 year brand Warranty,"₹7,309","₹8,999",18% off,Bank Offer,
530,"POCO M7 Plus 5G (Aqua Blue, 128 GB)",4.3,"3,794 Ratings & 212 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,17.53 cm (6.9 inch) Display,50MP AI Dual Camera,7000 mAh Battery,Snapdragon 6s Gen 3 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,999","₹16,999",23% off,Bank Offer,"₹10,100"
531,Snexian ROCK X,3.7,"2,563 Ratings & 121 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) Quarter QVGA Display,0.3MP Rear Camera,3000 mAh Battery,,3 Months Domestic Warranty,"₹1,799","₹2,999",40% off,Bank Offer,
532,"Samsung M36 5G (Serene Green / Light Green, 128 GB)",4.1,177 Ratings & 6 Reviews,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Warranty,"₹16,648","₹24,499",32% off,Bank Offer,"₹13,100"
533,"REDMI A3X (Midnight Black, 64 GB)",4.1,"9,422 Ratings & 392 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5000 mAh Battery,,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,750","₹10,499",35% off,Bank Offer,"₹5,100"
534,"FUZIQRA AL PRODUCTS Rock X Flip Dual Sim Keypad Mobile with 1.8""Display Flip/Fold Call & SMS",4,27 Ratings & 2 Reviews,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,3000 mAh Battery,,3 Months Domestic Warranty,"₹1,980","₹3,299",39% off,Bank Offer,
535,hmd 105 Dual Sim,3.7,"3,729 Ratings & 274 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,5.08 cm (2 inch) Display,,1000 mAh Battery,SC6531E Processor,,"₹1,079","₹1,499",28% off,Bank Offer,
536,"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Marine Drift, 256 GB)",4.4,"23,196 Ratings & 2,005 Reviews",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty for Handset and 6 Months Warranty for Accessories,"₹18,999","₹24,999",24% off,Bank Offer,"₹14,800"
537,Nokia 105 Classic with Charger,3.4,"9,714 Ratings & 629 Reviews",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0MP Front Camera,800 mAh Battery,SC6531E Processor,No Warranty on this Product,"₹1,399",,,,
538,"REDMI Note 14 5G (Titan Black, 128 GB)",4.2,"2,869 Ratings & 150 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,,,"₹14,799","₹22,999",35% off,Super Deals,"₹11,550"
539,"realme P3 Ultra 5G (Orion Red, 256 GB)",4.5,"2,856 Ratings & 283 Reviews",12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 8350 Ultra Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹23,999","₹35,999",33% off,Super Deals,"₹18,800"
540,"MOTOROLA Edge 60 5G (PANTONE Shamrock, 256 GB)",4.3,"5,064 Ratings & 358 Reviews",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Display,50MP + 50MP + 10MP | 50MP Front Camera,5500 mAh Battery,Dimensity 7400 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹25,999","₹31,999",18% off,Bank Offer,"₹20,550"
541,"IQOO Z10 5G (Stellar Black / Black, 256 GB)",4.4,"4,067 Ratings & 195 Reviews",8 GB RAM | 256 GB ROM,17.2 cm (6.77 inch) Display,50MP Rear Camera,7300 mAh Battery,,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹22,770","₹25,999",12% off,Bank Offer,"₹17,850"
542,"Infinix Hot 60 5G+ (Shadow Blue, 128 GB)",4.3,"2,173 Ratings & 123 Reviews",6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5200 mAh Battery,Dimensity 7020 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹10,499","₹13,999",25% off,Bank Offer,"₹8,000"
543,Kechaoda K28,4,"5,134 Ratings & 378 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,1 Year Company Domestic Warranty by Company Authorized Service Center.,"₹1,249","₹1,499",16% off,Bank Offer,
544,"REDMI Note 14 5G (Phantom Purple, 256 GB)",4.2,"2,869 Ratings & 150 Reviews",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,,,"₹16,968","₹24,999",32% off,Super Deals,"₹13,100"
545,Kechaoda K28,4,"5,134 Ratings & 378 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,6.1 cm (2.4 inch) QVGA Display,0.3MP Rear Camera,1700 mAh Battery,,1 Year Company Domestic Warranty by Company Authorized Service Center.,"₹1,249","₹1,700",26% off,Bank Offer,
546,"Samsung Galaxy F36 5G (Black, 256 GB)",4.2,"3,615 Ratings & 257 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹20,499","₹27,499",25% off,Bank Offer,"₹16,200"
547,Jio JioBharat K2 Keypad Mobile,3.6,515 Ratings & 18 Reviews,512 MB RAM | 4 GB ROM,4.5 cm (1.77 inch) Display,2MP Rear Camera,1000 mAh Battery,,1 Year Service Center Warranty,₹989,"₹1,999",50% off,Bank Offer,
548,"Samsung M36 5G (Light Green, 128 GB)",4.2,885 Ratings & 44 Reviews,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Warranty,"₹14,477","₹22,999",37% off,Super Deals,"₹11,250"
549,"OnePlus 13s 5G (Green Silk, 256 GB)",4.5,"1,050 Ratings & 79 Reviews",12 GB RAM | 256 GB ROM,16.05 cm (6.32 inch) Display,50MP Rear Camera,5850 mAh Battery,,1 Year Warranty,"₹52,999","₹57,999",8% off,Bank Offer,"₹42,600"
550,"OPPO A3x 5G (Starry Purple, 64 GB)",4.2,"4,760 Ratings & 186 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,5100 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹10,480","₹14,999",30% off,Bank Offer,"₹8,000"
551,"Tecno Pova 7 5G (Oasis Green, 128 GB)",4.4,"7,053 Ratings & 539 Reviews",8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,50MP + AI | 13MP Front Camera,6000 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Manufacturer Warranty for Phone,"₹13,749","₹18,999",27% off,Bank Offer,"₹10,750"
552,LAVA A2 Smart,4,96 Ratings & 5 Reviews,4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,6.1 cm (2.4 inch) HVGA Display,1.3MP + 0MP | 0MP Front Camera,1200 mAh Battery,Mtk Processor,,"₹1,299","₹1,549",16% off,Bank Offer,
553,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",4.1,"34,383 Ratings & 2,062 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 8MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹9,999","₹13,999",28% off,Bank Offer,"₹7,700"
554,"Samsung Galaxy F16 5G (Bling Black, 128 GB)",4.2,"3,237 Ratings & 200 Reviews",8 GB RAM | 128 GB ROM,16.91 cm (6.657 inch) Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,5000 mAh Battery,Dimensity 6300 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹15,499","₹18,999",18% off,Bank Offer,"₹12,150"
555,"Apple iPhone 17 Pro Max (Silver, 512 GB)",4.8,261 Ratings & 27 Reviews,,17.53 cm (6.9 inch) Super Retina XDR Display,48MP + 48MP + 48MP | 18MP Front Camera,,"A19 Chip, 6 Core Processor Processor",Apple One (1) Year Limited Warranty,"₹1,69,900",,,Bank Offer,"₹55,250"
556,"Samsung M36 5G (Orange Haze / Orange, 128 GB)",4.2,885 Ratings & 44 Reviews,6 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Warranty,"₹15,490","₹22,999",32% off,Bank Offer,"₹12,150"
557,"REDMI Note 14 5G (Mystique White, 128 GB)",4.2,"2,869 Ratings & 150 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,,,"₹15,187","₹22,999",33% off,Super Deals,"₹11,900"
558,"REDMI Note 14 5G (Titan Black, 256 GB)",4.2,"2,869 Ratings & 150 Reviews",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,,,"₹16,900","₹22,999",26% off,Super Deals,"₹13,100"
559,"Samsung Galaxy M35 5G (Thunder Grey, 128 GB)",4.3,"5,372 Ratings & 347 Reviews",8 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Display,50MP Rear Camera,6000 mAh Battery,,,"₹17,669","₹25,999",32% off,Bank Offer,"₹13,800"
560,"Tecno Pova Curve 5G (Geek Black, 128 GB)",4.4,"1,797 Ratings & 194 Reviews",6 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,64MP Rear Camera | 13MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Manufacturer Warranty for Handset,"₹15,999","₹18,999",15% off,Bank Offer,"₹12,550"
561,"Samsung M36 5G (Light green/Serene Green, 256 GB)",4.1,177 Ratings & 6 Reviews,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,5000 mAh Battery,,1 Year Warranty,"₹22,988","₹27,499",16% off,Bank Offer,
562,"Samsung Galaxy S25 5G (Mint, 256 GB)",4.6,"2,651 Ratings & 303 Reviews",12 GB RAM | 256 GB ROM,15.75 cm (6.2 inch) Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,4000 mAh Battery,8 Elite for Galaxy Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹80,999",,,Bank Offer,"₹55,250"
563,"realme P3 Ultra 5G (Glowing Lunar White, 256 GB)",4.5,"2,856 Ratings & 283 Reviews",12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 8350 Ultra Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹23,999","₹35,999",33% off,Super Deals,"₹18,800"
564,"OPPO A5x (Midnight Blue, 64 GB)",4.3,31 Ratings & 3 Reviews,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) Display,32MP Rear Camera | 5MP Front Camera,6000 mAh Battery,6s 4G Gen 1 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹8,999","₹12,999",30% off,,"₹6,900"
565,G'Five SHARK,3.6,709 Ratings & 44 Reviews,32 MB RAM | 32 MB ROM,4.57 cm (1.8 inch) Display,0.3MP Rear Camera,1000 mAh Battery,,3 Month Company Warranty.,₹699,"₹1,499",53% off,Super Deals,
566,HOTLINE Classic H17,3.7,100 Ratings & 4 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,4.57 cm (1.8 inch) NA Display,0.3MP Rear Camera,1000 mAh Battery,,3 Months Manufacturer Warranty,₹480,₹999,51% off,Bank Offer,
567,"Samsung Galaxy A35 5G (Awesome Navy, 256 GB)",4.4,"56,687 Ratings & 3,337 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 5MP | 13MP Front Camera,5000 mAh Battery,Samsung Exynos 1380 Processor,1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"₹23,999","₹36,999",35% off,Bank Offer,"₹18,800"
568,"realme P3 Ultra 5G (Neptune Blue, 256 GB)",4.5,"2,856 Ratings & 283 Reviews",12 GB RAM | 256 GB ROM,17.35 cm (6.83 inch) Display,50MP + 8MP | 16MP Front Camera,6000 mAh Battery,Dimensity 8350 Ultra Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹23,999","₹35,999",33% off,Super Deals,
569,"realme 14 Pro+ 5G (Suede Grey, 128 GB)",4.4,"15,044 Ratings & 1,830 Reviews",8 GB RAM | 128 GB ROM,17.35 cm (6.83 inch) Display,50MP + 50MP + 8MP | 32MP Front Camera,6000 mAh Battery,7s Gen 3 Mobile Platform Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹29,999","₹33,999",11% off,,"₹23,700"
570,"Tecno Pova Slim 5G (Cool Black, 128 GB)",4.2,546 Ratings & 48 Reviews,8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Display,50MP + 2MP | 13MP Front Camera,5160 mAh Battery,Dimensity 6400 5G Processor,1 Year Manufacturer Warranty for Phone,"₹20,999","₹24,999",16% off,Bank Offer,"₹16,650"
571,"REDMI Note 14 5G (Phantom Purple, 128 GB)",4.2,"2,869 Ratings & 150 Reviews",8 GB RAM | 128 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5110 mAh Battery,,,"₹17,999","₹22,999",21% off,Bank Offer,"₹14,050"
572,"POCO M7 5G - Locked with Airtel Prepaid (Satin Black, 128 GB)",4.1,"58,019 Ratings & 2,740 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.48 cm (6.88 inch) HD+ Display,50MP Rear Camera | 8MP Front Camera,5160 mAh Battery,4 Gen 2 5G Processor,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹8,249","₹12,999",36% off,Super Deals,"₹6,300"
573,Jio V4,3.8,105 Ratings & 6 Reviews,36 MB RAM | 36 MB ROM,4.5 cm (1.77 inch) QVGA Display,0.3MP Rear Camera,1000 mAh Battery,ARM Cortex A7 Processor,,₹787,"₹1,899",58% off,Super Deals,
574,Nokia 3210 4G,3.6,"1,726 Ratings & 128 Reviews",64 MB RAM | 128 MB ROM,6.1 cm (2.4 inch) Display,2MP Rear Camera,1450 mAh Battery,,,"₹4,159","₹5,299",21% off,Bank Offer,
575,LAVA Gem 2025,4.2,197 Ratings & 16 Reviews,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB,7.11 cm (2.8 inch) HVGA Display,0.3MP + 0MP | 0MP Front Camera,2575 mAh Battery,Mtk Processor,,"₹1,625","₹2,099",22% off,Bank Offer,
576,Micromax S117,3.9,728 Ratings & 41 Reviews,32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) Display,0.08MP Rear Camera,1750 mAh Battery,,One Year Manufacturer Warranty,₹892,"₹1,549",42% off,Bank Offer,
577,"OPPO A5x (Laser White, 64 GB)",4.3,31 Ratings & 3 Reviews,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) Display,32MP Rear Camera | 5MP Front Camera,6000 mAh Battery,6s 4G Gen 1 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹8,999","₹12,999",30% off,,"₹6,900"
578,"Infinix Note 50s 5G+ 45W Charger In the Box & AI (Burgundy Red, 256 GB)",4.4,"23,196 Ratings & 2,005 Reviews",8 GB RAM | 256 GB ROM,17.22 cm (6.78 inch) Full HD+ Display,64MP + 2MP | 13MP Front Camera,5500 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Warranty for Handset and 6 Months Warranty for Accessories,"₹18,999","₹24,999",24% off,Bank Offer,"₹14,800"
579,"IQOO Z10 5G (Glacier Silver / Silver, 256 GB)",4.4,945 Ratings & 57 Reviews,12 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Display,50MP Rear Camera,7300 mAh Battery,,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹24,968","₹29,999",16% off,Bank Offer,"₹19,600"
580,Kechaoda K115,4.1,"42,460 Ratings & 2,682 Reviews",32 MB RAM | 32 GB ROM | Expandable Upto 32 MB,3.66 cm (1.44 inch) NA Display,0.3MP + 0MP | 0MP Front Camera,850 mAh Battery,NA Processor,1 Year Manufacturer Warranty,₹989,"₹1,499",34% off,Bank Offer,
581,"LAVA Shark (Titanium Gold, 64 GB)",4,141 Ratings & 5 Reviews,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) Display,50MP Rear Camera,5000 mAh Battery,Octa-core Processor,1 Year Handset Warranty and 6 Months Warranty on Accessories,"₹6,999","₹7,799",10% off,Bank Offer,
582,"realme 14 Pro Lite 5G (Glass Purple, 256 GB)",4.3,679 Ratings & 39 Reviews,8 GB RAM | 256 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹23,999","₹27,999",14% off,Bank Offer,
583,"realme 14 Pro Lite 5G (Glass Purple, 128 GB)",4.3,679 Ratings & 39 Reviews,8 GB RAM | 128 GB ROM,17.02 cm (6.7 inch) Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,5200 mAh Battery,7s Gen2 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹21,999","₹25,999",15% off,Bank Offer,"₹17,400"
584,"Infinix SMART 9 HD (Coral Gold, 64 GB)",4.1,"4,292 Ratings & 261 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G50 Processor,1 Year Warranty on Handset and 6 Months Warranty on Accessories,"₹6,699","₹8,999",25% off,,"₹5,000"
585,"REDMI 15 5G (Sandy Purple, 256 GB)",4.2,"1,526 Ratings & 81 Reviews",8 GB RAM | 256 GB ROM,17.53 cm (6.9 inch) Display,50MP Rear Camera,7000 mAh Battery,,,"₹16,874","₹19,999",15% off,Bank Offer,"₹13,100"
586,"Infinix SMART 10 (Titanium Silver, 64 GB)",4.3,718 Ratings & 52 Reviews,4 GB RAM | 64 GB ROM,16.94 cm (6.67 inch) HD+ Display,8MP Rear Camera | 8MP Front Camera,5000 mAh Battery,UniSoc T7250 Processor,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹6,799","₹8,999",24% off,Bank Offer,"₹5,100"
587,Kechaoda A26_rose gold,3.9,616 Ratings & 17 Reviews,32 MB RAM | 16 GB ROM | Expandable Upto 32 MB,1.68 cm (0.66 inch) NA Display,0MP | 0MP Front Camera,800 mAh Battery,NA Processor,1 Year Company Domestic Warranty by Company Authorized Service Center.,₹873,"₹1,499",41% off,Bank Offer,
588,"Tecno Pova 7 Pro 5G (Geek Black, 128 GB)",4.4,"2,655 Ratings & 301 Reviews",8 GB RAM | 128 GB ROM,17.22 cm (6.78 inch) Full HD+ AMOLED Display,64MP + 8MP | 13MP Front Camera,6000 mAh Battery,Dimensity 7300 Ultimate Processor,1 Year Manufacturer Warranty for Phone,"₹17,749","₹21,999",19% off,Bank Offer,"₹13,800"
